,difficulty,duration,channel_email,channel_web,channel_mobile,channel_social,offer_type,age_categories_10-19,age_categories_20-29,age_categories_30-39,age_categories_40-49,age_categories_50-59,age_categories_60-69,age_categories_70-79,age_categories_80-89,age_categories_Missing,income_binned_30k-39k,income_binned_40k-49k,income_binned_50k-59k,income_binned_60k-69k,income_binned_70k-79k,income_binned_80k-89k,income_binned_90k-99k,income_binned_100k-109k,income_binned_110k-120k,became_member_year_2013,became_member_year_2014,became_member_year_2015,became_member_year_2016,became_member_year_2017,became_member_year_2018,gender_F,gender_M,gender_N,gender_O
292112,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
292124,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
292128,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
292131,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
292138,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292147,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292156,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
292157,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
292165,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
292171,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
292200,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
292209,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
292213,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
292218,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292249,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292267,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
292268,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
292285,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292291,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292297,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292301,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292306,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
292312,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
292321,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
292335,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
292360,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292395,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
292404,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
292411,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
292416,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
292429,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
292442,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292454,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292482,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
292487,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
292498,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
292510,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292523,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292528,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292532,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292535,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292548,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
292549,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
292554,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
292573,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292578,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292583,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292596,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
292601,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
292608,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
292632,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292633,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292639,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292646,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292676,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
292691,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
292695,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292702,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292703,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
292717,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
292722,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
292741,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
292745,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
292751,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
292761,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
292768,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
292776,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292782,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292786,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292813,10.0,10.0,1.0,1.0,1.0,1.0,discount,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292831,10.0,10.0,1.0,1.0,1.0,1.0,discount,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292837,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
292856,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292862,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292875,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
292876,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
292880,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
292898,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
292904,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
292908,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
292912,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
292922,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
292929,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292935,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292939,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292946,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292964,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
292989,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
292990,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
293003,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
293011,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
293012,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
293021,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
293035,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
293043,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293048,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293054,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293067,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
293076,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
293094,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293099,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293103,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293115,10.0,5.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
293122,10.0,7.0,1.0,0.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
293128,10.0,10.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
293169,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293176,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293179,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293185,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293189,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293202,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
293203,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
293204,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
293242,10.0,10.0,1.0,1.0,1.0,1.0,discount,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
293249,10.0,10.0,1.0,1.0,1.0,1.0,discount,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
293260,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
293263,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
293270,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
293298,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
293299,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
293303,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
293328,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
293335,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
293342,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
293350,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
293355,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
293369,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
293374,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
293378,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
293388,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
293393,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
293396,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
293404,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
293411,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
293438,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
293444,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293448,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293457,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293463,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293470,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293471,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293476,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293482,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293491,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293496,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293501,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293507,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
293514,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
293520,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
293525,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
293534,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
293538,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
293544,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
293547,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
293552,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
293556,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
293562,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
